Code,title,Fully Specified Name,Description,Inclusions,Exclusions
2B80,Malignant neoplasms of small intestine,,A primary malignant neoplasm involving the small intestine.,,Malignant mesenchymal neoplasms
2B80.0,Malignant neoplasms of duodenum,,"A primary malignant neoplasm that affects the duodenum. Representative examples include carcinoma, lymphoma, and sarcoma.",,
2B80.00,Adenocarcinoma of duodenum,,An adenocarcinoma that arises from the duodenum.,,
2B80.01,Neuroendocrine neoplasm of duodenum,,Neoplasms that arise from the cells of neuroendocrine system lining the duodenum.,,
2B80.1,Malignant neoplasms of jejunum or ileum,,,,
2B80.10,Adenocarcinoma of jejunum or ileum,,,,
2B80.11,Neuroendocrine neoplasms of jejunum or ileum,,Neoplasms that arise from the cells of neuroendocrine system lining the jejunum or ileum including well-differentiated (low- to intermediated grade) neuroendocrine tumours. These include carcinoid tumour.,,
2B80.2,"Malignant neoplasms of small intestine, site unspecified",,,,
2B80.20,"Adenocarcinoma of small intestine, site unspecified",,A malignant tumour with glandular differentiation arising from epithelium of small intestine.,,"Neuroendocrine neoplasms of small intestine, site unspecified"
2B80.21,"Neuroendocrine neoplasms of small intestine, site unspecified",,Neoplasms that arise from the cells of neuroendocrine system lining the small intestine.,,
2B81,Malignant neoplasms of appendix,,A primary malignant neoplasm that affects the appendix.,,Malignant mesenchymal neoplasms
2B81.0,Adenocarcinoma of appendix,,A malignant neoplasm arising from the glandular epithelium of the appendix. Most are mucinous adenocarcinomas.,,
2B81.00,Mucinous adenocarcinoma of appendix,,"An adenocarcinoma, often cystic, with large amounts of extracellular mucin",,
2B81.2,Neuroendocrine neoplasms of appendix,,"Malignant neoplasms with neuroendocrine differentiation that arise in the appendix. Most are well differentiated neuroendocrine tumours (low and intermediate grade), i.e. carcinoids. Poorly differentiated neuroendocrine carcinomas (high grade) are exceedingly rare.",,
2B90,Malignant neoplasms of colon,,Primary malignant neoplasms arising in the colon.,,Malignant neoplasms of appendix
2B90.0,Malignant neoplasm of ascending colon or right flexure of colon,,,,
2B90.00,Adenocarcinoma of ascending colon or right flexure of colon,,A malignant tumour with glandular differentiation arising from epithelium of ascending colon and right flexure.,,
2B90.1,Malignant neoplasm of descending colon or splenic flexure of colon,,,,
2B90.10,Adenocarcinoma of descending colon or splenic flexure of colon,,A malignant tumour with glandular differentiation arising from epithelium of descending colon and splenic flexure.,,
2B90.2,Malignant neoplasm of transverse colon,,,,
2B90.20,Adenocarcinoma of transverse colon,,A malignant tumour with glandular differentiation arising from epithelium of transverse colon.,,
2B90.3,Malignant neoplasm of sigmoid colon,,,,Malignant neoplasms of rectosigmoid junction
2B90.30,Adenocarcinoma of sigmoid colon,,A malignant tumour with glandular differentiation arising from epithelium of sigmoid colon.,,
2B91,Malignant neoplasms of rectosigmoid junction,,,,
2B91.0,Adenocarcinoma of rectosigmoid junction,,A malignant tumour with glandular differentiation arising from epithelium of rectosigmoid junction,,
2B92,Malignant neoplasms of rectum,,,,
2B92.0,Adenocarcinomas of rectum,,An adenocarcinoma arising from the rectum. It is more frequently seen in populations with a Western type diet and in patients with a history of chronic inflammatory bowel disease.,,
2B92.1,Neuroendocrine neoplasms of rectum,,"Malignant neoplasms with neuroendocrine differentiation that arise in the rectum. Most are well differentiated neuroendocrine tumours (low and intermediate grade), i.e. carcinoids. Poorly differentiated neuroendocrine carcinomas (high grade) are rare.",,
2B93,"Malignant neoplasms of large intestine, site unspecified",,,,
2B93.0,"Adenocarcinoma of large intestine, site unspecified",,,,
2C00,Malignant neoplasms of anus or anal canal,,"A primary malignant neoplasm that arises in the anal canal up to the junction with perianal, hair-bearing skin. Representative examples include carcinomas and melanomas. Tumours of the anal margin are classified with skin tumours.",,Malignant mesenchymal neoplasms
2C00.0,Adenocarcinoma of anus or anal canal,,"An adenocarcinoma arising in the anal canal epithelium, including the mucosal surface, the anal glands, and the lining of fistulous tracts.",,
2C00.1,Melanoma of anus or anal canal,,"A form of cancer that develops in melanocytes, the cells that produce pigment melanin in the skin.",,
2C00.2,Neuroendocrine neoplasm of anus or anal canal,,Neoplasms that arise from the cells of the neuroendocrine system lining the anus and anal canal.,,
2C00.3,Squamous cell carcinoma of anus or anal canal,,"A squamous cell carcinoma (SCC) arising from the anal canal up to the junction with the anal margin (perianal, hair-bearing skin). Human papillomavirus is detected in the majority of cases. Homosexual HIV-positive men have an increased risk of developing anal squamous cell carcinoma in comparison to the general male population. The prognosis is generally better for anal margin SCC than for anal canal SCC. The former are classified with skin tumours.",,
2C10,Malignant neoplasm of pancreas,,A primary malignant neoplasm of the pancreas. Most are adenocarcinomas.,,Malignant mesenchymal neoplasms; Malignant neoplasm metastasis in pancreas
2C10.0,Adenocarcinoma of pancreas,,An adenocarcinoma which arises from the exocrine pancreas. Ductal adenocarcinoma and its variants are the most common types of pancreatic adenocarcinoma.,,
2C10.1,Neuroendocrine neoplasms of pancreas,,A neoplasm with neuroendocrine differentiation that arises from the pancreas. It includes neuroendocrine tumours (low and intermediate grade) and neuroendocrine carcinomas (high grade).,,
2C11,Malignant neoplasms of other or ill-defined digestive organs,,"A primary malignant tumour involving a digestive organ or organs not coded elsewhere (including intestinal tract [part unspecified], overlapping lesions of the digestive tract and other ill-defined sites within the digestive system)",,Malignant mesenchymal neoplasms; Malignant neoplasms of retroperitoneum; Malignant neoplasms of peritoneum
2C11.0,Adenocarcinoma of other or ill-defined digestive organs,,,,
2C11.1,Mucinous carcinoma of other or ill-defined digestive organs,,,,
2C11.2,Other specified malignant neoplasms of other or ill-defined digestive organs,,,,
2C12,Malignant neoplasms of liver or intrahepatic bile ducts,,"The most frequent and important hepatic neoplasm is the primary hepatocellular carcinoma (HCC). In many parts of the world, in particular Africa and Asia, it poses a significant disease burden. In these high incidence regions, chronic infection with hepatitis B virus (HBV) is the principal underlying cause, with the exception of Japan which has a high prevalence of hepatitis C infection. HBV vaccination has become a powerful tool in reducing cirrhosis and HCC, but implementation is still suboptimal in several high risk regions. In Western countries, chronic alcohol abuse is a major aetiological factor. Hepatic cholangiocarcinoma has a different geographical distribution, with peak incidences in Northern Thailand. Here, it is caused by chronic infection with the liver fluke, Opisthorchis viverrini, which is ingested through infected raw fish.",,Malignant neoplasm of biliary tract NOS; Secondary malignant neoplasm of liver
2C12.0,Malignant neoplasm of liver,,,,
2C12.00,Combined hepatocellular-cholangiocarcinoma,,"Combined hepatocellular-cholangiocarcinoma is a tumour containing unequivocal, intimately mixed elements of both hepatocellular carcinoma and cholangiocarcinoma.",Hepatocholangiocarcinoma,
2C12.01,Hepatoblastoma,,"A malignant liver neoplasm that occurs almost exclusively in infants, although isolated cases in older children and adults have been reported. Grossly, hepatoblastoma is solid, well circumscribed, and more often solitary than multiple. Microscopically, most of the tumours are composed exclusively of immature hepatocytic elements. About a fourth of hepatoblastomas contain a stromal component that may be undifferentiated or develop into bone or cartilage.",,
2C12.02,Hepatocellular carcinoma of liver,,A carcinoma that arises from the hepatocytes.,,
2C12.03,Mesothelial carcinoma of liver,,,,
2C12.1,Malignant neoplasm of intrahepatic bile ducts,,,,
2C12.10,Intrahepatic cholangiocarcinoma,,"A carcinoma that arises from the intrahepatic bile duct epithelium in any site of the intrahepatic biliary tree. Grossly, the malignant lesions are solid, nodular, and grayish. Morphologically, the vast majority of cases are adenocarcinomas. Early detection is difficult and the prognosis is generally poor.",,
2C13,Malignant neoplasms of gallbladder,,"A malignant tumour arising from the epithelium of the gallbladder. It is usually associated with the presence of gallstones. Clinical symptoms are not specific and usually present late in the course. Morphologically, adenocarcinoma is the most common type, however squamous cell carcinomas, adenosquamous carcinomas, signet ring carcinomas, and undifferentiated carcinomas can also occur.",,
2C13.0,Adenocarcinoma of the gallbladder,,"An adenocarcinoma arising from the gallbladder. It is the most common malignant tumour of the gallbladder, typically in the fundus; it is usually well to moderately differentiated. The incidence is higher in patients with gallstones than in patients without gallstones. Signs and symptoms usually present late in the course of the disease and are reminiscent of those of chronic cholecystitis including right upper quadrant pain. Histologic variants include adenocarcinoma of the intestinal type, clear cell adenocarcinoma, mucinous adenocarcinoma, papillary adenocarcinoma, and signet ring adenocarcinoma.",,
2C14,"Malignant neoplasms of proximal biliary tract, cystic duct",,,,
2C14.0,"Adenocarcinoma of proximal biliary tract, cystic duct",,,,
2C14.1,Mucinous cystic neoplasm with associated invasive carcinoma of cystic duct,,,,
2C14.2,Neuroendocrine neoplasms of cystic duct,,,,
2C15,"Malignant neoplasms of biliary tract, distal bile duct",,,,
2C15.0,"Adenocarcinoma of biliary tract, distal bile duct",,An adenocarcinoma that arises from the common bile duct distal to the insertion of the cystic duct.,,
2C15.1,Mucinous cystic neoplasm with associated invasive carcinoma of distal bile duct,,,,
2C15.2,Neuroendocrine neoplasms of distal bile duct,,,,
2C16,Malignant neoplasms of ampulla of Vater,,,,
2C16.0,Adenocarcinoma of ampulla of Vater,,A malignant glandular epithelial tumour arising in the ampulla of Vater,,
2C16.1,Neuroendocrine neoplasms of ampulla of Vater,,,,
2C17,Malignant neoplasms of other or unspecified parts of biliary tract,,,,Malignant neoplasm of intrahepatic bile duct
2C17.0,Adenocarcinoma of other or unspecified parts of biliary tract,,,,
2C17.1,Mucinous cystic neoplasm with associated invasive carcinoma of other or unspecified parts of biliary tract,,,,
2C17.2,Neuroendocrine neoplasms of other or unspecified parts of biliary tract,,,,
2C18,Malignant neoplasms of perihilar bile duct,,"“Includes left, right and common hepatic ducts to the origin of the cystic duct”",,
2C18.0,Hilar cholangiocarcinoma,,Hilar cholangiocarcinoma (also known as Klatskin tumour) is an extra-hepatic cholangiocarcinoma arising in the junction of the main right or left hepatic ducts to form the common hepatic duct.,,
2C18.1,Mucinous cystic neoplasm with associated invasive carcinoma of perihilar bile duct,,,,
2C18.2,Neuroendocrine neoplasm of perihilar bile duct,,,,
2C20,Malignant neoplasms of nasal cavity,,"Although the nasal cavity and paranasal sinuses occupy a relatively small anatomical space, they are the site of origin of some of the more complex, histologically diverse group of tumours in the entire human body. These include neoplasms derived from mucosal epithelium, seromucinous glands, soft tissues, bone, cartilage, neural/neuroectodermal tissue, haematolymphoid cells and the odontogenic apparatus. Many of the tumours are similar to those found elsewhere in the body but a few, such as the olfactory neuroblastoma, are unique to this site.",,Malignant mesenchymal neoplasms; Malignant neoplasm of nose NOS; Malignant neoplasm of olfactory bulb; Malignant neoplasm of posterior margin of nasal septum and choana; Malignant neoplasm of skin of nose
2C20.0,Adenocarcinoma of nasal cavity,,,,
2C20.1,Malignant neuroepitheliomatous neoplasm of nasal cavity,,,,
2C20.2,Melanoma of nasal cavity,,,,
2C20.3,Olfactory neuroblastoma,,,,
2C20.4,Squamous cell carcinoma of nasal cavity,,,,
2C21,Malignant neoplasms of middle ear,,Malignant neoplasm originating in the middle ear.,,Malignant mesenchymal neoplasms; malignant neoplasm of bone of ear (meatus); malignant neoplasm of cartilage of ear; malignant neoplasm of skin of (external) ear
2C21.0,Adenocarcinoma of middle ear,,,,
2C21.1,Squamous cell carcinoma of middle ear,,,,
2C21.2,Unspecified malignant epithelial neoplasm of middle ear,,,,
2C22,Malignant neoplasms of accessory sinuses,,,,Malignant mesenchymal neoplasms
2C22.0,Adenocarcinoma of accessory sinuses,,,,
2C22.1,Squamous cell carcinoma of accessory sinuses,,,,
2C22.10,Squamous cell carcinoma of sphenoidal sinus,,,,
2C22.2,"Malignant epithelial neoplasms of accessory sinuses, unspecified type",,,,
2C22.3,Melanomas of accessory sinuses,,,,
2C23,Malignant neoplasms of larynx,,,,Malignant mesenchymal neoplasms
2C23.1,Malignant neoplasms of glottis of larynx,,,,Malignant neoplasm metastasis in glottis
2C23.10,"Squamous cell carcinoma of larynx, glottis",,"A squamous cell carcinoma of the larynx that arises from the glottic area. It may remain localised for a long period then in late disease stage, it may spread to the opposite true vocal cord, supraglottic and subglottic areas, and the soft tissues of the neck. Hoarseness is the presenting symptom.",,
2C23.2,Malignant neoplasms of supraglottis of larynx,,,,Malignant neoplasm of anterior surface of epiglottis
2C23.20,"Squamous cell carcinoma of larynx, supraglottis",,"A squamous cell carcinoma of the larynx that arises from the supraglottic area. Signs and symptoms include dysphagia, a sensation of foreign body in the throat, and hemoptysis. It spreads to the space anterior to the epiglottis, pyriform sinus, and base of the tongue.",,
2C23.3,Malignant neoplasms of subglottis of larynx,,A primary or metastatic malignant neoplasm [primary malignant neoplasm spreading elsewhere] involving the subglottis.,,
2C23.30,"Squamous cell carcinoma of larynx, subglottis",,"A squamous cell carcinoma of the larynx that arises from the subglottic area. Symptoms include dyspnea and stridor. It spreads to the hypopharynx, trachea, and thyroid gland.",,
2C23.31,"Adenocarcinoma of larynx, subglottis",,,,
2C23.4,Malignant neoplasm of laryngeal cartilage,,,,
2C23.5,Malignant neoplasm of overlapping lesion of larynx,,,,
2C24,Malignant neoplasms of trachea,,A primary or metastatic malignant neoplasm [primary malignant neoplasm spreading elsewhere] involving the trachea,,Malignant mesenchymal neoplasms; trachea carina cancer; Malignant neoplasm metastasis in trachea; Trachea cartilage metastasis
2C24.0,Adenocarcinoma of trachea,,,,
2C24.1,Squamous cell carcinoma of trachea,,,,
2C24.2,"Malignant epithelial neoplasms of trachea, unspecified type",,,,
2C25,Malignant neoplasms of bronchus or lung,,Primary malignant neoplasm originating from tissues of bronchus or lung.,,Malignant mesenchymal neoplasms; Bronchus metastasis; Malignant neoplasm metastasis in lung
2C25.0,Adenocarcinoma of bronchus or lung,,"A carcinoma that arises from the lung and is characterised by the presence of malignant glandular epithelial cells. There is a male predilection with a male to female ratio of 2:1. Usually lung adenocarcinoma is asymptomatic and is identified through screening studies or as an incidental radiologic finding. If clinical symptoms are present they include shortness of breath, cough, hemoptysis, chest pain, and fever. Tobacco smoke is a known risk factor.",,
2C25.1,Small cell carcinoma of bronchus or lung,,A highly aggressive subtype of lung carcinoma characterised by the presence of malignant small cells and necrosis. Metastatic disease is usually present at the time of diagnosis.,,
2C25.2,Squamous cell carcinoma of bronchus or lung,,A carcinoma arising from malignant squamous bronchial epithelial cells and characterised by the presence of keratinization and/or intercellular bridges. Cigarette smoking and arsenic exposure are strongly associated with squamous cell lung carcinoma.,,
2C25.3,Large cell carcinoma of bronchus or lung,,,,
2C25.4,Carcinoid or other malignant neuroendocrine neoplasms of bronchus or lung,,,,
2C25.5,Unspecified malignant epithelial neoplasm of bronchus or lung,,,,
2C26,Malignant neoplasms of the pleura,,A primary malignant neoplasm affecting the pleura. A representative example of primary malignant pleural neoplasm is the malignant pleural mesothelioma.,,Malignant mesenchymal neoplasms; Malignant neoplasm metastasis in pleura
2C26.0,Mesothelioma of pleura,,Malignant mesothelioma of pleura is an asbestos-associated malignancy arising in the lining cells (mesothelium) of the pleural cavity.,,
2C27,Malignant neoplasms of thymus,,"Primary malignant neoplasm involving the thymus. This category includes malignant thymomas, primary thymic carcinomas and carcinoid tumour or other neuroendocrine neoplasms of thymus.",,Malignant mesenchymal neoplasms; Malignant neoplasm metastasis in thymus gland
2C27.0,Carcinoma of thymus,,"A diverse group of carcinomas of the thymus gland, previously known as thymoma type C. It includes morphologic variants derived from purely epithelial cells, as well as from cells with neuroendocrine differentiation.",,
2C27.1,Carcinoid tumour or other neuroendocrine neoplasms of thymus,,Thymic neuroendocrine carcinoma is a type of thymic epithelial neoplasm displaying evidence of neuroendocrine differentiation.,,
2C27.2,Thymoma,,"A thymoma that has an aggressive clinical course (capsular invasion, infiltration of the surrounding tissues) and can metastasize. Although any morphologic subtype of thymoma may eventually have a malignant clinical course, this term is most often associated with thymoma types B3 and C.",,
2C28,Malignant neoplasms of heart or mediastinum,,,,Malignant mesenchymal neoplasms; Malignant neoplasms of the pleura; Malignant neoplasm metastasis in heart; Malignant neoplasm metastasis in mediastinum
2C28.0,Malignant germ cell neoplasms of heart or mediastinum,,,,
2C28.1,Other specified malignant neoplasms of heart or mediastinum,,,,
2C29,Malignant neoplasms of other or ill-defined sites in the respiratory system or intrathoracic organs,,,,Malignant mesenchymal neoplasms
2C29.0,Squamous cell carcinomas of other and ill-defined sites in the respiratory system or intrathoracic organs,,,,
2C29.1,Other specified malignant neoplasms of other or ill-defined sites in the respiratory system or intrathoracic organs,,,,
2C30,Melanoma of skin,,"A primary melanoma arising from atypical melanocytes in the skin. Precursor lesions include acquired and congenital melanocytic nevi, and dysplastic nevi. Several histologic variants have been recognised, including superficial spreading melanoma, acral lentiginous melanoma, nodular melanoma, and lentigo maligna melanoma.",,Melanoma of penis; Melanoma of vulva; Melanoma of anus or anal canal; Metastatic melanoma involving skin
2C30.0,"Superficial spreading melanoma, primary",,"The commonest form of melanoma, superficial spreading malignant melanoma accounts for about 70 per cent of all melanomas. It characteristically presents as an asymptomatic pigmented cutaneous macule which is asymmetrical in shape and displays variability in both hue and pigment intensity. It has a relatively long phase of progressive superficial extension (radial growth) before penetrating deeper into the dermis and entering an invasive vertical growth phase.",,
2C30.1,"Nodular melanoma, primary",,"Variant of melanoma carrying a poor prognosis due to the fact that there is little or no prodromal radial (superficial) growth phase before deep invasion (vertical growth). The lesion presents as an elevated, reddish, bluish or dark brown coloured, dome-shaped tumour. Ulceration or bleeding from the lesion occurs frequently. It occurs most frequently in the fifth or sixth decade.",,
2C30.2,"Lentigo maligna melanoma, primary",,Lentigo maligna malignant melanoma is a form of melanoma which occurs within a lentigo maligna when neoplastic cells no longer remain confined to the epidermis (in situ radial growth) but invade the dermis (vertical growth). The lentigo maligna from which it arises may have been present as an irregularly pigmented macule on sun-exposed skin for many years before dermal invasion supervenes. Clinical differentiation from lentigo maligna may not be possible in the early stages of invasion but as the tumour progresses a focal thickening or nodule within the lentigo maligna will become apparent.,,Lentigo maligna
2C30.3,"Acral lentiginous melanoma, primary",,"Acral lentiginous malignant melanoma is a distinct and uncommon form of melanoma affecting either palmar and plantar skin or the nail apparatus. It is usually preceded by a slowly progressive in situ phase which may be overlooked. It typically presents either as an enlarging area of macular pigmentation on the palms and soles or as a longitudinal pigmented band within the nail plate. More aggressive tumours present as ulcerated nodules which, when involving the nail apparatus, can destroy the nail plate. Acral lentiginous malignant melanoma accounts for a high proportion of melanomas seen in dark-skinned people.",,
2C31,Squamous cell carcinoma of skin,,A carcinoma arising from the squamous cells of the epidermis. Skin squamous cell carcinoma is most commonly found on sun-exposed areas. The majority of the tumours are well-differentiated.,,
2C31.0,Verrucous squamous cell carcinoma of skin,,Verrucous squamous cell carcinoma is a rare variant of well-differentiated squamous cell carcinoma with low malignant potential. It occurs principally on the glans and prepuce of the penis and on the sole of the foot.,,Verrucous squamous cell carcinoma of vulva
2C31.1,Keratoacanthoma,,"Keratoacanthoma is a relatively common keratinocytic epidermal tumour which shows resemblances to squamous cell carcinoma of the skin, from which it may be difficult to distinguish either clinically or histopathologically. It is characterised by rapid growth over a few weeks to months, followed by spontaneous resolution over 4-6 months. Because it is not possible to predict its benign behaviour with complete certainty during its initial growth phase, the designation ""Well-differentiated squamous cell carcinoma (keratoacanthoma type)"" is also used.",,
2C32,Basal cell carcinoma of skin,,"Basal cell carcinoma or BCC is the most common malignancy in humans. It is believed that BCCs arise from pluripotential cells in the basal layer of the epidermis or, less commonly, hair follicle. BCCs typically occur in areas of chronic sun exposure and present as slowly enlarging reddish papules, plaques or nodules on the head and neck, although the superficial variant is often located on the trunk. BCCs frequently ulcerate and become crusted. Although they rarely metastasize, they can cause significant local destruction and disfigurement if neglected or inadequately treated, particularly if of the sclerosing or infiltrative subtype.",,
2C32.0,Nodular basal cell carcinoma of skin,,This is the most common form of basal cell carcinoma and is typically located on the head or neck. It starts as a small translucent nodule which will frequently necrose and ulcerate as it enlarges. Telangiectatic blood vessels can often be detected just under the tumour surface. A minority may be pigmented and give rise to difficulty in distinguishing them from melanoma.,,
2C32.1,Sclerosing basal cell carcinoma of skin,,"This form of basal cell carcinoma is composed of thin strands, cords and columns of malignant cells which infiltrate between collagen bundles of the dermis. It may infiltrate widely and deeply before it becomes clinically obvious. It typically starts as a pale, poorly-defined indurated plaque which may not come to medical attention until it starts to bleed and crust.",,
2C32.2,Superficial basal cell carcinoma of skin,,Superficial basal cell carcinomas are often multiple and appear as pink or red barely elevated patches varying in size from a few mm to over 10 cm in diameter. A fine pearly border can usually be seen on careful inspection. They occur most frequently on the trunk.,,
2C33,Adnexal carcinoma of skin,,"A carcinoma arising from the sebaceous glands, sweat glands, or the hair follicles. Representative examples include sebaceous carcinoma, apocrine carcinoma, eccrine carcinoma, and pilomatrical carcinoma.",Appendageal carcinoma of skin; Primary cutaneous adenoid cystic carcinoma; Primary cutaneous mucinous carcinoma,
2C34,Cutaneous neuroendocrine carcinoma,,"Cutaneous neuroendocrine carcinoma is a primary cutaneous cancer arising from a subset of skin neuroendocrine cells (Merkel cells, giving the name Merkel cell carcinoma (MCC)).",,
2C35,Cutaneous sarcoma,,"A group of generally rare malignant neoplasms arising from mesenchymal elements in the dermis including fibroblasts, pilar smooth muscle and vascular endothelium.",,
2C40,Malignant neuroepitheliomatous neoplasms of peripheral nerves or autonomic nervous system,,,,
2C41,Malignant perineurioma,,,,
2C50,Malignant neoplasms of retroperitoneum,,"A primary or metastatic malignant neoplasm [primary malignant neoplasm spreading elsewhere] involving the retroperitoneum. The vast majority of cases are carcinomas, lymphomas, or sarcomas.",,Malignant neoplasm metastasis in retroperitoneum; Malignant mesenchymal neoplasms; Malignant neoplasms of omentum; Malignant neoplasms of peritoneum
2C50.0,"Cystic, mucinous or serous carcinoma of retroperitoneum",,,,
2C51,Malignant neoplasms of peritoneum,,,,Abdominal carcinomatosis; Malignant neoplasm metastasis in peritoneum; Malignant mesenchymal neoplasms; Malignant neoplasms of retroperitoneum; Malignant neoplasms of omentum
2C51.0,Adenocarcinomas of peritoneum,,,,Abdominal carcinomatosis
2C51.1,"Cystic, mucinous or serous carcinoma of peritoneum",,,,
2C51.2,Mesotheliomas of peritoneum,,A malignant mesothelial neoplasm that arises from the peritoneum.,,
2C51.20,Mesothelioma of mesocolon,,,,
2C51.21,Mesothelioma of mesentery,,,,
2C52,Malignant neoplasms of omentum,,,,Malignant mesenchymal neoplasms; Malignant neoplasms of retroperitoneum; Malignant neoplasms of peritoneum
2C52.0,"Cystic, mucinous or serous carcinoma of omentum",,,,
2C53,"Malignant neoplasm involving overlapping sites of retroperitoneum, peritoneum or omentum",,,,Malignant mesenchymal neoplasms
2C53.0,"Adenocarcinoma involving overlapping sites of retroperitoneum, peritoneum or omentum",,,,
2C53.1,"Mesothelioma involving overlapping sites of retroperitoneum, peritoneum or omentum",,,,
2C60,"Carcinoma of breast, specialised type",,,,
2C61,Invasive carcinoma of breast,,,,
2C61.0,Invasive ductal carcinoma of breast,,,,
2C61.1,Invasive lobular carcinoma of breast,,"An infiltrating lobular adenocarcinoma. The malignant cells lack cohesion and are arranged individually or in a linear manner (Indian files), or as narrow trabeculae within the stroma. The malignant cells are usually smaller than those of ductal carcinoma, are less pleomorphic, and have fewer mitotic figures.",,
2C61.2,Invasive pleomorphic lobular carcinoma of breast,,"A grade II invasive lobular carcinoma of the breast, characterised by the presence of neoplastic cells with large and atypical nuclei.",,
2C61.3,Invasive carcinoma of breast with mixed ductal and lobular features,,An invasive ductal breast carcinoma associated with a lobular carcinomatous component. The lobular carcinomatous component may be in situ or invasive.,,
2C61.4,"Invasive carcinoma of breast, unidentifiable type",,A carcinoma that infiltrates the breast parenchyma and where the histopathological type could not be identified.,,
2C62,Inflammatory carcinoma of breast,,"An advanced, invasive breast adenocarcinoma characterised by the presence of distinct changes in the overlying skin. These changes include diffuse erythema, edema, peau d'orange (skin of an orange) appearance, tenderness, induration, warmth, enlargement, and in some cases a palpable mass. The skin changes are the consequence of lymphatic obstruction from the underlying invasive breast adenocarcinoma. Microscopically, the dermal lymphatics show prominent infiltration by malignant cells. The invasive breast adenocarcinoma is usually of ductal, NOS type. There is not significant inflammatory cell infiltrate present, despite the name of this carcinoma.",,
2C63,Malignant phyllodes tumour of breast,,"A phyllodes tumour of the breast characterised by infiltrative margins and a sarcomatous stromal component. The sarcomatous stroma usually displays features of fibrosarcoma. Liposarcomatous, osteosarcomatous, or rhabdomyosarcomatous elements may also be present.",,
2C64,Solid papillary carcinoma of breast with evidence of invasion,,,,
2C65,Hereditary breast and ovarian cancer syndrome,,,,
2C70,Malignant neoplasms of vulva,,,,Malignant mesenchymal neoplasms; Malignant neoplasm metastasis in vulva
2C70.0,Basal cell carcinoma of vulva,,"A slow growing, locally infiltrating carcinoma that arises from the vulva. It is characterised by the presence of malignant cells that resemble the basal cells that are present in the epidermis.",,
2C70.1,Melanoma of vulva,,,,
2C70.2,Squamous cell carcinoma of vulva,,"An invasive squamous cell carcinoma arising from the vulva. Risk factors include the human papilloma virus and cigarette smoking. Precursor lesions include the vulvar intraepithelial neoplasia, lichen sclerosus with associated squamous cell hyperplasia, and chronic granulomatous vulvar disease such as granuloma inguinale. Symptoms include vulvar pruritus or irritation, discharge, bleeding, and pain. The following morphologic variants have been identified: keratinizing, non-keratinizing, basaloid, warty, verrucous, keratoacanthoma-like, and squamous cell carcinoma with tumour giant cells. Risk factors for recurrence include advanced stage, tumour diameter greater than 2.5 cm, multifocality, capillary-like space involvement, associated vulvar intraepithelial neoplasia grades 2 or 3, and margins of resection involved by tumour.",,
2C71,Malignant neoplasms of vagina,,A primary or metastatic malignant neoplasm [primary malignant neoplasm spreading elsewhere] involving the vagina. Representative examples are carcinomas.,,Malignant mesenchymal neoplasms; Malignant neoplasm metastasis in vagina
2C71.0,Adenocarcinoma of vagina,,"An adenocarcinoma arising from the vagina. Morphologic variants include the clear cell, endometrioid, mesonephric, and mucinous adenocarcinoma.",,
2C71.1,Melanoma of vagina,,A primary malignant neoplasm of the vagina composed of malignant melanocytes.,,
2C71.2,Squamous cell carcinoma of vagina,,"A squamous cell carcinoma arising from the vagina. Human papillomavirus infection is associated with the development of vaginal intraepithelial neoplasia and invasive squamous cell carcinoma. Signs and symptoms include painless bleeding, postcoital bleeding, and urinary tract symptoms. Morphologically it resembles squamous cell carcinomas in other anatomic sites.",,
2C72,"Malignant neoplasms of uterine ligament, parametrium, or uterine adnexa",,,,Malignant mesenchymal neoplasms; Malignant neoplasm metastasis in uterus adnexa
2C72.0,"Adenocarcinoma of uterine ligament, parametrium, or uterine adnexa",,,,
2C72.1,"Mucinous or serous carcinoma of uterine ligament, parametrium, or uterine adnexa",,,,
2C72.3,"Carcinosarcomas of uterine ligament, parametrium, or uterine adnexa",,,,
2C73,Malignant neoplasms of ovary,,"A primary or metastatic malignant neoplasm [primary neoplasm spreading elsewhere] involving the ovary. Most primary malignant ovarian neoplasms are either carcinomas (serous, mucinous, or endometrioid adenocarcinomas) or malignant germ cell tumours.",,Malignant mesenchymal neoplasms; Malignant neoplasm metastasis in ovary
2C73.0,Carcinomas of ovary,,,,
2C73.00,Clear cell adenocarcinoma of ovary,,"A malignant glandular epithelial tumour characterised by the presence of clear and hobnail cells. The tumour is highly associated with ovarian endometriosis, pelvic endometriosis and paraendocrine hypercalcemia.",,
2C73.01,Endometrioid adenocarcinoma of ovary,,"An endometrioid adenocarcinoma arising from the ovary. It comprises 10% to 25% of all primary ovarian carcinomas. Grossly, endometrioid carcinoma may present as a cystic or solid mass. Microscopically, the tumour greatly resembles the appearance of the ordinary type of endometrial adenocarcinoma. As a group, endometrioid carcinoma has a prognosis twice as good as that of serous or mucinous carcinoma.",,
2C73.02,Low grade serous adenocarcinoma of ovary,,A slow-growing serous adenocarcinoma that arises from the ovary. It usually originates from borderline neoplastic processes or adenofibromas. It is characterised by the presence of low grade cytologic features and infrequent mitotic figures.,,
2C73.03,High grade serous adenocarcinoma of ovary,,,,
2C73.04,Mucinous adenocarcinoma of ovary,,"An invasive adenocarcinoma that arises from the ovary and is characterised by the presence of malignant epithelial cells that contain intracytoplasmic mucin. There is cellular atypia, increased layering of cells, complexity of glands, and papillary formations.",,
